449	40.76461837	-73.98789473	Midtown
254	40.73532427	-73.99800419	Greenwich Village
460	40.71285887	-73.96590294	Williamsburg
398	40.69165183	-73.9999786	Cobble Hill
319	40.71336124	-74.00937622	Financial District
521	40.75044999	-73.99481051	Garment District
2000	40.70255088	-73.98940236	Williamsburg
313	40.69610226	-73.96751037	Fort Green
528	40.74290902	-73.97706058	Gramercy
500	40.76228826	-73.98336183	Midtown
237	40.73047309	-73.98672378	East Village
322	40.696192	-73.991218	
284	40.7390169121	-74.0026376103	West Village
361	40.71605866	-73.99190759	Lower East Side
465	40.75513557	-73.98658032	Garment District
128	40.72710258	-74.00297088	Soho
519	40.75188406	-73.97770164	Murray Hill
482	40.73935542	-73.99931783	Chelsea
488	40.75645824	-73.99372222	Clinton
2017	40.75022392	-73.97121414	Midtown
532	40.710451	-73.960876	Williamsburg
127	40.73172428	-74.00674436	West Village
352	40.76340613	-73.97722479	Midtown
368	40.73038599	-74.00214988	Greenwich Village
459	40.746745	-74.007756	Chelsea
457	40.76695317	-73.98169333	Midtown
369	40.73224119	-74.00026394	Greenwich Village
422	40.770513	-73.988038	Upper West Side
311	40.7172274	-73.98802084	Lower East Side
324	40.689888	-73.981013	Fort Green
346	40.73652889	-74.00618026	West Village
347	40.72873888	-74.00748842	Soho
417	40.71291224	-74.01020234	Financial District
434	40.74317449	-74.00366443	Chelsea
479	40.76019252	-73.9912551	Clinton
492	40.75019995	-73.99093085	Garment District
529	40.7575699	-73.99098507	Clinton
82	40.71117416	-74.00016545	Lower East Side
462	40.74691959	-74.00451887	Chelsea
325	40.73624527	-73.98473765	Gramercy
483	40.73223272	-73.98889957	Greenwich Village
348	40.72490985	-74.00154702	Soho
365	40.68223166	-73.9614583	Fort Green
151	40.7218158	-73.99720307	Little Italy
432	40.72621788	-73.98379855	East Village
481	40.71260486	-73.96264403	Williamsburg
516	40.75206862	-73.96784384	Midtown
345	40.73649403	-73.99704374	Greenwich Village
355	40.71602118	-73.99974372	Chinatown
354	40.69363137	-73.96223558	Fort Green
308	40.71307916	-73.99851193	Lower East Side
375	40.72679454	-73.99695094	Greenwich Village
285	40.73454567	-73.99074142	Greenwich Village
310	40.68926942	-73.98912867	Downtown
493	40.7568001	-73.98291153	Midtown
173	40.76064679	-73.98442659	Midtown
518	40.74780373	-73.9734419	Murray Hill
401	40.72019576	-73.98997825	Lower East Side
423	40.76584941	-73.98690506	Midtown
446	40.74487634	-73.99529885	Chelsea
494	40.74734825	-73.99723551	Chelsea
293	40.73028666	-73.9907647	Greenwich Village
453	40.74475148	-73.99915362	Chelsea
253	40.73543934	-73.99453948	Greenwich Village
489	40.75066386	-74.00176802	Chelsea
146	40.71625008	-74.0091059	Tribeca
382	40.73492695	-73.99200509	Greenwich Village
447	40.76370739	-73.9851615	Midtown
232	40.69597683	-73.99014892	Downtown
248	40.72185379	-74.00771779	Tribeca
386	40.71494807	-74.00234482	Lower East Side
337	40.7037992	-74.00838676	Financial District
531	40.71893904	-73.99266288	Lower East Side
315	40.70355377	-74.00670227	
408	40.71076228	-73.99400398	Lower East Side
404	40.7405826	-74.00550867	West Village
258	40.68940747	-73.96885458	Fort Green
438	40.72779126	-73.98564945	East Village
389	40.71044554	-73.96525063	Williamsburg
326	40.72953837	-73.98426726	East Village
410	40.72066442	-73.98517977	Lower East Side
416	40.68753406	-73.97265183	Fort Green
394	40.72521311	-73.97768752	East Village
323	40.69236178	-73.98631746	Downtown
257	40.71939226	-74.00247214	Tribeca
402	40.7403432	-73.98955109	Gramercy
116	40.74177603	-74.00149746	Chelsea
266	40.72368361	-73.97574813	East Village
440	40.75255434	-73.97282625	Midtown
458	40.751396	-74.005226	Chelsea
380	40.73401143	-74.00293877	West Village
238	40.7361967	-74.00859207	West Village
433	40.72955361	-73.98057249	East Village
477	40.75640548	-73.9900262	Garment District
456	40.7597108	-73.97402311	Midtown
303	40.72362738	-73.99949601	Soho
455	40.75001986	-73.96905301	Midtown
396	40.680342423	-73.9557689392	Fort Green
439	40.7262807	-73.98978041	East Village
454	40.75455731	-73.96592976	Midtown
120	40.68676793	-73.95928168	Fort Green
294	40.73049393	-73.9957214	Greenwich Village
499	40.76915505	-73.98191841	Upper West Side
476	40.74394314	-73.97966069	Gramercy
505	40.74901271	-73.98848395	Garment District
236	40.7284186	-73.98713956	East Village
335	40.72903917	-73.99404649	Greenwich Village
448	40.75660359	-73.9979009	Clinton
526	40.74765947	-73.98490707	Gramercy
349	40.71850211	-73.98329859	Lower East Side
503	40.73827428	-73.98751968	Gramercy
251	40.72317958	-73.99480012	Little Italy
225	40.74195138	-74.00803013	West Village
2002	40.716887	-73.963198	
484	40.75500254	-73.98014437	Midtown
450	40.76227205	-73.98788205	Clinton
463	40.74206539	-74.00443172	Chelsea
330	40.71450451	-74.00562789	Tribeca
464	40.75934501	-73.96759673	Midtown
498	40.74854862	-73.98808416	Garment District
297	40.734232	-73.986923	Gramercy
217	40.70277159	-73.99383605	
336	40.73047747	-73.99906065	Greenwich Village
195	40.70905623	-74.01043382	Financial District
307	40.71427487	-73.98990025	Lower East Side
2006	40.76590936	-73.97634151	Central Park
305	40.76095756	-73.96724467	Midtown
72	40.76727216	-73.99392888	Midtown
391	40.69760127	-73.99344559	
383	40.735238	-74.000271	Greenwich Village
409	40.6906495	-73.95643107	Fort Green
384	40.68317813	-73.9659641	Fort Green
534	40.70255065	-74.0127234	Financial District
317	40.72453734	-73.98185424	East Village
267	40.75097711	-73.98765428	Garment District
507	40.73912601	-73.97973776	Gramercy
444	40.7423543	-73.98915076	Gramercy
412	40.7158155	-73.99422366	Chinatown
252	40.73226398	-73.99852205	Greenwich Village
497	40.73704984	-73.99009296	Gramercy
312	40.722055	-73.989111	Lower East Side
442	40.746647	-73.993915	Chelsea
363	40.70834698	-74.01713445	Battery Park
328	40.72405549	-74.00965965	Tribeca
511	40.72938685	-73.97772429	East Village
300	40.728145	-73.990214	East Village
233	40.69246277	-73.98963911	Downtown
538	40.75795248	-73.97787642	Midtown
426	40.71754834	-74.01322069	Battery Park
2022	40.75849116	-73.95920622	North Sutton Area
509	40.7454973	-74.00197139	Chelsea
358	40.73291553	-74.00711384	West Village
344	40.6851443	-73.95380904	Bedford-Stuyvesant
403	40.72502876	-73.99069656	East Village
428	40.72467721	-73.98783413	East Village
537	40.74025878	-73.98409214	Gramercy
244	40.69196035	-73.96536851	Fort Green
405	40.739323	-74.008119	West Village
540	40.74147286	-73.98320928	Gramercy
320	40.71743998	-74.00583475	Tribeca
387	40.71273266	-74.0046073	Lower East Side
83	40.68382604	-73.97632328	Fort Green
536	40.74144387	-73.97536082	Gramercy
167	40.7489006	-73.97604882	Murray Hill
467	40.68312489	-73.97895137	Boerum Hill
290	40.76020258	-73.96478473	North Sutton Area
512	40.7500727	-73.99839279	Chelsea
295	40.71406667	-73.99293911	Lower East Side
495	40.76269882	-73.99301222	Clinton
473	40.72110063	-73.9919254	Lower East Side
350	40.71559509	-73.9870295	Lower East Side
486	40.7462009	-73.98855723	Chelsea
362	40.75172632	-73.98753523	Garment District
427	40.70251526	-74.01427023	Financial District
353	40.68539567	-73.97431458	Fort Green
243	40.687979	-73.978474	Fort Green
533	40.75299641	-73.98721619	Garment District
332	40.71219906	-73.97948148	Lower East Side
327	40.7153379	-74.01658354	Battery Park
342	40.71739973	-73.98016555	Lower East Side
388	40.749717753	-74.002950346	Chelsea
504	40.73221853	-73.98165557	Gramercy
304	40.70463334	-74.01361706	Financial District
468	40.7652654	-73.98192338	Midtown
309	40.7149787	-74.013012	Financial District
520	40.75992262	-73.97648516	Midtown
168	40.73971301	-73.99456405	Chelsea
224	40.71146364	-74.00552427	Financial District
161	40.72917025	-73.99810231	Greenwich Village
420	40.68764484	-73.96968902	Fort Green
379	40.749156	-73.9916	Garment District
160	40.748238	-73.978311	Murray Hill
360	40.70717936	-74.00887308	Financial District
445	40.72740794	-73.98142006	East Village
480	40.76669671	-73.99061728	Midtown
469	40.76344058	-73.98268129	Midtown
397	40.68415748	-73.96922273	Fort Green
247	40.73535398	-74.00483091	West Village
478	40.76030096	-73.99884222	Clinton
263	40.71729	-73.996375	Chinatown
157	40.69089272	-73.99612349	
164	40.75323098	-73.97032517	Midtown
470	40.74345335	-74.00004031	Chelsea
514	40.76087502	-74.00277668	Clinton
152	40.71473993	-74.00910627	Tribeca
306	40.70823502	-74.00530063	Financial District
334	40.74238787	-73.99726235	Chelsea
271	40.68528172	-73.97805813	Fort Green
415	40.7047177	-74.00926027	Financial District
296	40.71413089	-73.9970468	Chinatown
545	40.736502	-73.97809472	Gramercy
229	40.72743423	-73.99379025	Greenwich Village
546	40.74444921	-73.98303529	Gramercy
2012	40.739445	-73.976806	Gramercy
270	40.69308257	-73.97178913	Fort Green
316	40.70955958	-74.00653609	Financial District
223	40.73781509	-73.99994661	Greenwich Village
501	40.744219	-73.97121214	Murray Hill
472	40.7457121	-73.98194829	Gramercy
377	40.72243797	-74.00566443	Tribeca
385	40.75797322	-73.96603308	North Sutton Area
513	40.768254	-73.988639	Midtown
262	40.69178232	-73.97372989	Fort Green
357	40.73261787	-73.99158043	Greenwich Village
461	40.73587678	-73.98205027	Gramercy
515	40.76009437	-73.99461843	Clinton
510	40.7606597	-73.98042047	Midtown
418	40.70224	-73.982578	Williamsburg
490	40.751551	-73.993934	Garment District
527	40.74315566	-73.97434726	Gramercy
259	40.70122128	-74.01234218	Financial District
298	40.68683208	-73.9796772	Boerum Hill
496	40.73726186	-73.99238967	Gramercy
474	40.7451677	-73.98683077	Gramercy
2021	40.75929124	-73.98859651	Clinton
301	40.72217444	-73.98368779	East Village
351	40.70530954	-74.00612572	Financial District
228	40.7546011026	-73.971878855	Midtown
331	40.71173107	-73.99193043	Lower East Side
393	40.72299208	-73.97995466	East Village
3002	40.711512	-74.015756	Battery Park
276	40.71748752	-74.0104554	Tribeca
421	40.69573398	-73.97129668	Fort Green
282	40.70827295	-73.96834101	Williamsburg
359	40.75510267	-73.97498696	Midtown
280	40.73331967	-73.99510132	Greenwich Village
143	40.69239502	-73.99337909	
436	40.68216564	-73.95399026	Fort Green
241	40.68981035	-73.97493121	Fort Green
376	40.70862144	-74.00722156	Financial District
2003	40.73416059	-73.98024289	Gramercy
475	40.73524276	-73.98758561	Gramercy
341	40.71782143	-73.97628939	Lower East Side
373	40.69331716	-73.95381995	Bedford-Stuyvesant
487	40.73314259	-73.97573881	Gramercy
435	40.74173969	-73.99415556	Chelsea
356	40.71622644	-73.98261206	Lower East Side
539	40.71534825	-73.96024116	
318	40.75320159	-73.9779874	Midtown
466	40.74395411	-73.99144871	Chelsea
406	40.69512845	-73.99595065	
216	40.70037867	-73.99548059	
264	40.70706456	-74.00731853	Financial District
485	40.75038009	-73.98338988	Murray Hill
367	40.75828065	-73.97069431	Midtown
249	40.71870987	-74.0090009	Tribeca
79	40.71911552	-74.00666661	Tribeca
260	40.70365182	-74.01167797	Financial District
340	40.71269042	-73.98776323	Lower East Side
523	40.75466591	-73.99138152	Garment District
364	40.68900443	-73.96023854	Fort Green
366	40.693261	-73.968896	Fort Green
2004	40.724399	-74.004704	Soho
525	40.75594159	-74.0021163	Clinton
302	40.72082834	-73.97793172	East Village
329	40.72043411	-74.01020609	Tribeca
278	40.69766564	-73.98476437	Fort Green
274	40.68691865	-73.976682	Fort Green
281	40.7643971	-73.97371465	Midtown
517	40.75149263	-73.97798848	Murray Hill
150	40.7208736	-73.98085795	Lower East Side
441	40.756014	-73.967416	Midtown
2008	40.70569254	-74.01677685	Battery Park
395	40.68807003	-73.98410637	Boerum Hill
174	40.7381765	-73.97738662	Gramercy
2010	40.72165481	-74.00234737	Soho
291	40.713126	-73.984844	Lower East Side
265	40.72229346	-73.99147535	Lower East Side
431	40.68864636	-73.98263429	Boerum Hill
147	40.71542197	-74.01121978	Tribeca
314	40.69424674	-73.99215922	
522	40.75714758	-73.97207836	Midtown
261	40.69474881	-73.98362464	Downtown
414	40.70281858	-73.98765762	Williamsburg
419	40.69580705	-73.97355569	Fort Green
153	40.752062307	-73.9816324043	Murray Hill
119	40.69608941	-73.97803415	Fort Green
279	40.69986937	-73.98271933	Williamsburg
250	40.72456089	-73.99565293	Little Italy
289	40.6845683	-73.95881081	Fort Green
524	40.75527307	-73.98316936	Midtown
2023	40.75968085	-73.97031366	Midtown
268	40.71910537	-73.99973337	Chinatown
390	40.69221589	-73.9842844	Downtown
212	40.74334935	-74.00681753	Chelsea
339	40.72580614	-73.97422494	East Village
399	40.68851534	-73.9647628	Fort Green
471	40.71286844	-73.95698119	Williamsburg
430	40.7014851	-73.98656928	Williamsburg
437	40.6809833854	-73.9500479759	Bedford-Stuyvesant
137	40.761628	-73.972924	Midtown
407	40.700469	-73.991454	
275	40.68650065	-73.96563307	Fort Green
218	40.69028437	-73.98707105	Downtown
411	40.72228087	-73.97668709	East Village
400	40.71926081	-73.98178024	Lower East Side
2009	40.71117444	-73.99682619	Lower East Side
508	40.76341379	-73.99667444	Clinton
343	40.69794	-73.96986848	Williamsburg
443	40.70853074	-73.96408963	Williamsburg
239	40.69196566	-73.9813018	Fort Green
372	40.694528	-73.958089	Fort Green
245	40.69327018	-73.97703874	Fort Green
242	40.69788349	-73.97350332	Williamsburg
2001	40.69892054	-73.97332996	Williamsburg
144	40.69839895	-73.98068914	Williamsburg
321	40.69991755	-73.98971773	Downtown
2005	40.70531194	-73.97100056	Williamsburg
392	40.695065	-73.987167	Downtown
502	40.714215	-73.981346	Lower East Side
